ID	LABEL	Parent	IAO:0000115	IAO:0000119	IAO:0000117	IAO:0000118	obo:T4FS_0000564	obo:T4FS_0000565	oboInOwl:created_by	oboInOwl:creation_date	rdfs:comment	owl:deprecated	obo:IAO_0000233
obo:T4FS_0000524	privacy governance	governance	Monitoring the risk to privacy posed by data requests from researchers, and the practices of data custodians in providing data (information governance) to ensure that confidentiality is protected. Such governance requires specialized knowledge of technology, law, and statistical methods.	CASRAI. https://casrai.org/term/privacy-governance/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000192	privacy-preserving data linkage	data stewardship technical concept	Data linkage where the resulting product has been de-identified.	CASRAI. https://casrai.org/term/privacy-preserving-data-linkage	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
BFO:0000015	process												
obo:TF4S_0000572	procurement officer	role			https://orcid.org/0000-0002-7702-4495						AL 16.3.22: Added as part of FAIR Cookbook integration. Useful for such roles to be able to understand the cost of e.g. making things FAIR (and how to deal with it), but also the benefits.		
obo:T4FS_0000203	program governance	governance	The process of developing, communicating, implementing, monitoring, and assuring the policies, procedures, organizational structures, and practices associated with a given program.	CASRAI. https://casrai.org/term/program-governance/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000442	program manager	manager	The person responsible for creating the organizational environment culture by providing clear direction and circumstances that allow people to be successful. The program manager is judged on the elements time, cost, and scope, cumulatively for all the projects and operations within the program. Program management decisions are both tactical and strategic in nature. The strategy aspects of these decisions must consider multidimensional impacts beyond the near-term delivery dates of the project. In addition to delivery and execution, the program manager has to also be concerned with the overall health and effectiveness of the program over the long term.	CASRAI. https://casrai.org/term/program-manager	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000340	project lifecycle	data stewardship technical concept	Describes the processes and tasks that must be completed to produce a product or service. Different project lifecycles exist for specific products and services. (For example, the lifecycle followed to build a house is very different from the lifecycle followed to develop a software package.	CASRAI. https://casrai.org/term/project-lifecycle	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000323	project management	resource management	The practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time.	KH	Kristina Hettne|Simon Hodson|Victoria Dominguez Del Angel	PM							
obo:T4FS_0000320	project management activities	data stewardship activity	The practice of initiating, planning, executing, controlling, and closing the work of a team in relation to FAIR data stewardship.	PMQ	https://orcid.org/0000-0002-7702-4495|Peter McQuilton|Philippe Rocca-Serra|Susanna Sansone								
obo:T4FS_0000218	project management lifecycle	data stewardship technical concept	Defines how to manage a project. It will always be the same, regardless of the project lifecycle being employed.	CASRAI. https://casrai.org/term/project-management-lifecycle	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000105	project manager	manager	The person who is tasked with delivering a project within the boundaries and framework established by the program manager. The project manager is and should be delivery and execution focused and is judged on the elements of time, cost, and scope of the project. The person responsible for ensuring that the Project Team completes the project. The Project Manager develops the Project Plan with the team and manages the teamís performance of project tasks. It is also the responsibility of the Project Manager to secure acceptance and approval of deliverables from the Project Sponsor and Stakeholders. The Project Manager is responsible for communication, including status reporting, risk management, escalation of issues that cannot be resolved in the team, and, in general, making sure the project is delivered in budget, on schedule, and within scope.	CASRAI. https://casrai.org/term/project-manager	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000530	project team member	role	Responsible for executing tasks and producing deliverables as outlined in the Project Plan and directed by the Project Manager, at whatever level of effort or participation has been defined for them.	CASRAI. https://casrai.org/term/project-team-member	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000309	provenance	'contributes to the implementation of' some 'interoperability of digital assets'|data stewardship technical concept	A type of historical information or metadata about the origin, location or the source of something, or the history of the ownership or location of an object or resource including digital objects. For example, information about the Principal Investigator who recorded the data, and the information concerning its storage, handling, and migration.	CASRAI. https://casrai.org/term/provenance	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000368	provenance information management	resource management	The activity of recording provenance for data and software. Knowledge about provenance vocabularies, for example PROV-O and models provenance such as nanopublications.	KH	Kristina Hettne|Simon Hodson|Victoria Dominguez Del Angel								
obo:T4FS_0000402	provenance metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Information concerning the creation, attribution, or version history of managed data. Provenance metadata that indicates the relationship between two versions of data objects and is generated whenever a new version of a dataset is created. Examples include: (i) the name of the program that generated the new version, (ii) the commit id of the program.	CASRAI, https://casrai.org/term/provenance-metadata/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000106	publish data	exposing data			https://orcid.org/0000-0002-7702-4495|Celia van Gelder|Mateusz Kuzak|Peter McQuilton|Yan Wang	Release data					AL 9.3.22. Removed from 'FAIR4S defined activity' class to better integrate with the T4FS hierarchy. AL 5.5.22: removed "Publishing and archiving data" and "Publish and archive data" alternative terms, as the two actions are not the same.		
obo:T4FS_0000298	publish output in a repository	publish data	Deposit research output (software, data and publication together with documentation) in  previousy selected repositories.		Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000153	quality assessment	assessment			Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000174	R1. (meta)data are richly described with a plurality of accurate and relevant attributes	reuse of digital assets			Peter McQuilton								
obo:T4FS_0000200	R1.1 (meta)data are released with a clear and accessible data usage license	R1. (meta)data are richly described with a plurality of accurate and relevant attributes			Peter McQuilton	Data license							
obo:T4FS_0000385	R1.2 (meta)data are associated with detailed provenance	R1. (meta)data are richly described with a plurality of accurate and relevant attributes			Peter McQuilton								
obo:T4FS_0000391	R1.3 (meta)data meet domain-relevant community standards	R1. (meta)data are richly described with a plurality of accurate and relevant attributes			Peter McQuilton								
obo:T4FS_0000109	raw data	data	Data that have not been processed for meaningful use. Although raw data have the potential to become information, they require selective extraction, organization, and sometimes analysis and formatting for presentation. As a result of processing, raw data sometimes end up in a database, which enables the data to become accessible for further processing and analysis.	CASRAI. https://casrai.org/term/raw-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000121	re-use	Obsolete Class	OBSOLETE. Use of content outside of its original intention.	CASRAI. https://casrai.org/term/re-use	https://orcid.org/0000-0002-7702-4495|Peter McQuilton						AL 2.3.23: Removed because of its high level of similarity with the 'R' FAIR principle.	1	https://github.com/terms4fairskills/FAIRterminology/issues/15
obo:T4FS_0000026	real-time data	data	Data that are being received, processed and stored at the time of their occurrence with only small delays. Examples include: stock quotes, manufacturing statistics, Web server loads, data warehouse activity and sensor feeds to data collectors. Real-time data are data streams that are typically generated by sensors and received via direct networking connections.	CASRAI. https://casrai.org/term/real-time-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000183	recognise and acknowledge contributions	('competency gained through' some ('learning medium' and ('supports implementation of' some 'I3. (meta)data include qualified references to other (meta)data')))|exposing data	To clearly communicate the existence of contributions from different individuals / projects to the compilation of a given dataset, in such a way that can be consistently cited.	[LM]	Laura Molloy	attribution|credit							
obo:T4FS_0000500	record	data stewardship technical concept	1. A collection of data items arranged for processing by a program. Multiple records are contained in a file or dataset. Typically, records can be of fixed-length or be of variable length with the length information contained within the record. 2. A record (sometimes called a row) is a group of fields (sometimes called columns) within a table that are relevant to a specific entity.	CASRAI. https://casrai.org/term/record	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000301	record provenance information	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Information for a data object that includes: * the person who deposited the data object in the repository, * the source of the data object, * the date when the object was deposited, and * authenticity information needed to link the data object to its original source.	CASRAI. https://casrai.org/term/record-provenance-information/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000094	record standardization	data stewardship technical concept	A process in which files are first parsed (assigned to appropriate fields in a record) and then translated to a common format. For example, if an original record had the client’s name and address as “Bob Jones, VP Acme. Co., 15 S. Main St, Brooklyn” the standardized record might read “Bob Jones, Vice President, Acme Corporation, 15 South Main Street, Brooklyn, New York”. Data often lack consistency simply because there are a many of ways of saying the same thing. Standardizing the record ensures that when a query is run for a particular field, accurate results will be returned.	CASRAI. https://casrai.org/term/record-standardization	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000081	reference model	'contributes to the implementation of' some 'I1. (meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation'|data stewardship technical concept	A design covering a class of frameworks with the following characteristics: (1) it can be used to generate more specific models that still belong to the class and (2) it can be used to compare a concrete framework design to identify whether it belongs to the same class.	CASRAI. https://casrai.org/term/reference-model	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000485	reference resolution	data stewardship technical concept	The process of resolving a reference to useful information by using a globally available system.	CASRAI. https://casrai.org/term/reference-resolution	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000176	regional standard	data stewardship technical concept	A Regional standard is one that applies across a multi-nation region. Most countries have their own national standards-making bodies, which in turn may also group together to make regional standards. For example, national standards bodies in Europe are also members of the European Committee for Standardization (CEN) as well as members of ISO. The use of such standards may be voluntary, or they may be referenced in regulation (therefore mandatory).	Adapted by AL from ISO. https://www.iso.org/sites/ConsumersStandards/1_standards.html#section1_2	https://orcid.org/0000-0002-7702-4495|Peter McQuilton						AL 9.3.22: Removed reference to CASRAI (https://casrai.org/term/regional-standard/), as the definition was unsuitable.		
obo:T4FS_0000085	registered data	data	Data that have gone through a registration process and have been assigned an identifier metadata to aid in their search and retrieval.	CASRAI. https://casrai.org/term/registered-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000182	registry	data stewardship technical concept	A database containing information about trusted repositories that are provided by the repository managers and are useful for human and machine users. It is a registry information system on which a register is maintained. These registries do not contain information about all metadata descriptions of digital objects, nor do they offer a list of PIDs of all stored digital objects. They do offer information based on standardized types on how to retrieve such information (e.g., the port under which OAI-PMH can be accessed to offer metadata). It is a set of files containing identifiers assigned to items with descriptions of the associated items. It is assignment of a permanent, unique and unambiguous identifier to an item.	CASRAI. https://casrai.org/term/registry	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000032	relational database	data stewardship technical concept	A collection of data items organized as a set of formally-described tables from which data can be accessed or reassembled in many different ways without having to reorganize the database tables. The standard user and application program interface to a relational database is the structured query language (SQL).	CASRAI. https://casrai.org/term/relational-database	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000346	relations	data stewardship technical concept	Indicates how the different components within a system are linked to fulfill the tasks. Relations are thus defined by the services they are making use of and by the interface specifications.	CASRAI. https://casrai.org/term/relations	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000028	remote access	data stewardship technical concept	The ability to get access to a computer or a network from a remote distance. Access may be through an Internet service provider (ISP) or through a dedicated line between a computer or a remote local area network and the central or main corporate local area network. A dedicated line is more expensive and less flexible but offers faster data rates.	CASRAI. https://casrai.org/term/remote-access	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000118	remote data access	data stewardship technical concept	The ability to access and download data from a repository.	CASRAI. https://casrai.org/term/remote-data-access	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000489	repository	data stewardship technical concept	Repositories preserve, manage, and provide access to many types of digital materials in a variety of formats.	CASRAI. https://casrai.org/term/repository	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000005	repository access	repository	In accessing a repository one uses a client (application) to discover relevant digital objects within a repository, and then retrieve a copy of a desired digital object.	CASRAI. https://casrai.org/term/repository-access	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000181	repository certification schemes	repository							Peter McQuilton	2021-02-17T22:10:11.837519Z			
obo:T4FS_0000370	reproducible research	reuse of digital assets	Published results can be replicated using the documented data, code, and methods employed by the author or provider without the need for any additional information or needing to communicate with the author or provider.	CASRAI. https://casrai.org/term/reproducible-research	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000449	repurposed data	data	New datasets obtained by combining data appropriately from a variety of existing files, generating new data products that did not previously exist. Repurposed data result from data wrangling.	CASRAI. https://casrai.org/term/repurposed-data/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000518	research data	data	Data that are used as primary sources to support technical or scientific enquiry, research, scholarship, or artistic activity, and that are used as evidence in the research process and/or are commonly accepted in the research community as necessary to validate research findings and results. All other digital and non-digital content have the potential of becoming research data. Research data may be experimental data, observational data, operational data, third party data, public sector data, monitoring data, processed data, or repurposed data.	CASRAI. https://casrai.org/term/research-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000185	research data format	data stewardship technical concept	Research data format is a generic term encompassing the concept of a standardised format for research data.	AL, 9.3.22	https://orcid.org/0000-0002-7702-4495|Peter McQuilton						AL 9.3.2022: The original CASRAI definition is unsuitable (https://casrai.org/term/research-data-format), therefore I have changed the definition to something more generic.		
obo:T4FS_0000297	research data management	data management	Data Management refers to the storage, access and preservation of data produced from a given investigation. Data management practices cover the entire lifecycle of the data, from planning the investigation to conducting it, and from backing up data as it is created and used to long term preservation of data deliverables after the research investigation has concluded. Specific activities and issues that fall within the category of data management include: File naming (the proper way to name computer files); data quality control and quality assurance; data access; data documentation (including levels of uncertainty); metadata creation and controlled vocabularies; data storage; data archiving and preservation; data sharing and reuse; data integrity; data security; data privacy; data rights; notebook protocols (lab or field).	CASRAI. https://casrai.org/term/research-data-management/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000292	research data management infrastructure	data stewardship technical concept	The configuration of staff, services and tools assembled to support data management across the research lifecycle and more specifically to provide comprehensive coverage of the stages making up the data lifecycle. It can be organized locally and/or globally to support research data activities across the research lifecycle.	CASRAI. https://casrai.org/term/research-data-management-infrastructure	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000190	research data publication workflow	data stewardship activity	Activities and processes in a digital environment that lead to the publication of research data, associated metadata and accompanying documentation and software code on the Web. In contrast to interim or final published products, workflows are the means to curate, document, and review, and thus ensure and enhance the value of the published product. Workflows can involve both humans and machines and often humans are supported by technology as they perform steps in the workflow. Similar workflows may vary in the details depending on the research discipline, data publishing product and/or the host institution of the workflow (e.g., individual publisher/journal, institutional repository, discipline-specific repository).	CASRAI. https://casrai.org/term/research-data-publication-workflow/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000186	research governance	governance	Ensures that the benefits to society of research outweigh any risks, from both an ethical and legal perspective.	CASRAI. https://casrai.org/term/research-governance/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000525	research integrity, attribution, impact awareness	assessment			Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000486	research manager	researcher	The person who manages or coordinates resources, personnel, facilities, and operating funds-allocations in an organization conducting research, development and analysis (RDA) in the natural and physical sciences. A research manager determines the nature, priority objectives and the resources committed to their achievement within and across the organizations, and evaluates program outputs in relation to organizational objectives and policies. A research manager provides scientific advice on the direction, conduct and management of these programs. A research manager does not personally conduct research development and analysis (RDA), control and coordinate projects, or control and coordinate contracted RDA.	CASRAI. https://casrai.org/term/research-manager	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000329	research metadata format	'contributes to the implementation of' some 'I1. (meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation'|data stewardship technical concept	Research metadata format is a generic term encompassing the concept of a standardised format for research metadata.	AL, 9.3.2022	https://orcid.org/0000-0002-7702-4495|Peter McQuilton						AL 9.3.2022: The original CASRAI definition is unsuitable (https://casrai.org/term/research-metadata-format), therefore I have changed the definition to something more generic		
obo:T4FS_0000433	research scientist	researcher	A scientist who conducts activities in: (1) Research, development and analysis (RDA); (2) Managing research; and, (3) Representation and client services.	CASRAI. https://casrai.org/term/research-scientist	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000220	researcher	role											
obo:T4FS_0000353	resource management	data stewardship activity	Resource management is the efficient and effective development of an organization's resources when they are needed. Such resources may include the financial resources, inventory, human skills, production resources, or information technology (IT) and natural resources.	[LLC, https://en.wikipedia.org/wiki/Resource_management]	Kristina Hettne|Leighton Christiansen|Simon Hodson|Victoria Dominguez Del Angel								
obo:T4FS_0000170	reuse of digital assets	fair principle			Peter McQuilton								
BFO:0000023	role	'has aptitude for' some 'data stewardship soft skill'|'has/wants competency in' some 'data stewardship activity'|'has/wants knowledge about' some 'data stewardship guideline'|'has/wants knowledge about' some 'data stewardship technical concept'|'has/wants practical skill about' some 'data stewardship technical concept'			https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000138	schema	data stewardship technical concept	1. The organization or structure for a database. The activity of data modeling leads to a schema. (The plural form is schemata.) The term is used in discussing both relational databases and object-oriented databases. The term sometimes seems to refer to a visualization of a structure and sometimes to a formal text-oriented description. Two common types of database schemata are the star schema and the snowflake schema. 2. A formal expression of an inference rule for artificial intelligence (AI) computing. The expression is a generalized axiom in which specific values or cases are substituted for each symbol in the axiom to derive a specific inference.	CASRAI. https://casrai.org/term/schema	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000454	scientist	researcher	A person who is studying or has expert knowledge of one or more of the natural or physical sciences.	CASRAI. https://casrai.org/term/scientist	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000145	search repositories and knowledge-bases	data discovery	The ability to search repositories and knowledge-bases.	[PMQ]	Peter McQuilton	Repository search|database search|searching databases|searching repositories							
obo:T4FS_0000048	searching via algorithms and software	search repositories and knowledge-bases	To be able to search using software with a GUI or terminal access. For example using BLAST or genomic search tools in the life sciences.	[PMQ]	Peter McQuilton	Algorithm searching|Programmatic search|batch search							
obo:T4FS_0000345	select and apply license	ethical application of patents, licenses	Choose the proper license considering types of project data and clearly indicate (apply) the license chosen in the project work.		Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000194	self-archiving	data archiving	Prepare the data in preferred types and the data documentation. Choose the data repository and data license, deposit the data in the repository.		https://orcid.org/0000-0002-7702-4495|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000364	semantic data	'contributes to the implementation of' some 'I2. (meta)data use vocabularies that follow fair principles'|data	Data that are tagged with particular metadata that can be used to derive relationships between data.	CASRAI. https://casrai.org/term/semantic-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000188	semantic interoperability	'contributes to the implementation of' some 'I2. (meta)data use vocabularies that follow fair principles'|data stewardship technical concept	The ability of computer systems to transmit data with unambiguous, shared meaning. Semantic interoperability is a requirement to enable machine computable logic, inferencing, knowledge discovery, and data federation between information systems. Semantic interoperability is achieved when the information transferred has, in its communicated form, all of the meaning required for the receiving system to interpret it correctly, even when the algorithms used by the receiving system are unknown to the sending system. Syntactic interoperability is a prerequisite to semantic interoperability.	CASRAI. https://casrai.org/term/semantic-interoperability	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000431	semi-structured data	data	Data that have not been organized into a specialized repository, such as a database, but that nevertheless have associated information, such as metadata, that makes them more amenable to processing than raw data. Semi-structured data lie somewhere between structured and unstructured data. They are not organized in a complex manner that makes sophisticated access and analysis possible. However, they may have information associated with them, such as metadata tagging that allows elements contained to be addressed. Example: A Word document is generally considered to be unstructured data. However, metadata tags could be added in the form of keywords and other metadata that represent the document content and make it easier for that document to be found when people search for those terms — the data are now semi-structured. Nevertheless, the document still lacks the complex organization of a database, so falls short of being fully structured data.	CASRAI. https://casrai.org/term/semi-structured-data	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000466	service level management	resource management	It can be considered as a negotiated agreement between the customer and vendor which are acceptable to both parties with respect to costs and expectations in order to support the business process.	https://www.techopedia.com/definition/13848/service-level-management-slm [LLC]	Kristina Hettne|Leighton Christiansen|Simon Hodson|Victoria Dominguez Del Angel	SLM							
obo:T4FS_0000273	short-term preservation	data stewardship technical concept	Short-term preservation. Access to digital materials either for a defined period of time while use is predicted but which does not extend beyond the foreseeable future and/or until it becomes inaccessible because of changes in technology.	CASRAI. https://casrai.org/term/short-term-preservation	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000016	skills for resource management	resource management	Bin for Skills related to Resource management		leightonlc								
obo:T4FS_0000051	skills related to authorisation management	authorisation management	Bin for Skills needed for Authorization management.		leightonlc								
obo:T4FS_0000351	skills related to change management	change management	Bin for Skills needed for Change management.		leightonlc								
obo:T4FS_0000131	skills related to cloud computing environment management	cloud computing environment management	Bin for Skills needed for Cloud computing environment management.						leightonlc	2019-10-17T15:14:37.180683Z			
obo:T4FS_0000359	skills related to data management cost management	data management costs management	Bin for Skills needed for Data management cost management.		leightonlc								
obo:T4FS_0000267	skills related to funding acquisition management	funding acquisition management	Bin for Skills needed for Funding acquisition management.		leightonlc								
obo:T4FS_0000030	skills related to high performance computing management	high performance computing management	Bin for Skills needed for High performance computing management.		leightonlc								
obo:T4FS_0000387	skills related to identity management	identity management	Bin for Skills needed for Identity management.		leightonlc								
obo:T4FS_0000180	skills related to preservation costs management	preservation costs management	Bin for Skills needed for Preservation costs management.						leightonlc	2019-10-17T15:17:32.816013Z			
obo:T4FS_0000117	skills related to provenance information management	provenance information management	Bin for Skills needed for Provenance information management.						leightonlc	2019-10-17T15:17:02.313138Z			
obo:T4FS_0000221	skills related to service level management	service level management	Bin for Skills needed for Service level management.						leightonlc	2019-10-17T15:18:53.731967Z			
obo:T4FS_0000541	skills related to storage management	storage management	Bin for Skills needed for Storage management.		leightonlc								
obo:T4FS_0000357	skills related to workflow technologies management	workflow technologies management	Bin for Skills needed for Workflow technologies management.						leightonlc	2019-10-17T15:15:55.86138Z			
obo:T4FS_0000260	software	data stewardship technical concept	A set of instructions that direct a computer to do a specific task.	CASRAI. https://casrai.org/term/software	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:TF4S_0000569	software engineer	role			https://orcid.org/0000-0002-7702-4495						AL 16.3.22 Added as part of FAIR cookbook integration.		
obo:T4FS_0000004	software preservation	archiving	Software preservation involves the collection and long-term storage of software for archiving as well as maintaining availability and accessibility.	https://orcid.org/0000-0002-7702-4495 8.2.22	https://orcid.org/0000-0002-7702-4495|Kristina Hettne|Victoria Dominguez Del Angel|Yann Le Franc						AL 8.2.22: Refactored "software review and preservation" to "software preservation", as the review process is not within the remit of terms4FAIRskills. Added definition and source.		
obo:T4FS_0000439	stakeholder engagement on societal impact	research integrity, attribution, impact awareness	Identify and engage in dialogue with stakeholders affected by the research, or by making its outputs FAIR.		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000381	standard	data stewardship technical concept	A document that applies collectively to codes, specifications, recommended practices, classifications, test methods, and guides, which have been prepared by a standards developing organization or group, and published in accordance with established procedures.	CASRAI. https://casrai.org/term/standard	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000488	standard operating procedure	data stewardship technical concept	Detailed, written instructions to achieve uniformity of the performance of a specific function.	CASRAI. https://casrai.org/term/standard-operating-procedure	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000053	storage management	resource management	The term storage management encompasses the technologies and processes organizations use to maximize or improve the performance of their data storage resources. It is a broad category that includes  virtualization, replication, mirroring, security, compression, traffic analysis, process automation, storage provisioning and related techniques.	(webopedia.com/TERM/S/storage_management.html)[VDA]	Kristina Hettne|Simon Hodson|Victoria Dominguez Del Angel								
obo:T4FS_0000470	storage security management	information security	Manage the assessment, implementation and monitoring of secure storage protocols.		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000027	storage security risk assessment and mitigation	storage security management	Detect and analysis security risk of storage periodically, and minimize the impact of the risks detected		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000514	strategic/long-term planning	project management activities	An organization's process of defining its strategy or direction in the context of FAIR project management activities, both in the context of current knowledge and unknown factors in the future.	AL, and https://en.wikipedia.org/wiki/Strategic_planning [17.10.19]	https://orcid.org/0000-0002-7702-4495|Peter McQuilton|Philippe Rocca-Serra|Susanna Sansone								
obo:T4FS_0000241	structural metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	A type of metadata that indicates how compound objects are put together (e.g., how pages are ordered to form chapters; how data are organized in a table; how datasets are organized in a collection) 2. The underlying structural metadata of digital objects that tells computers how to assemble them.	CASRAI. https://casrai.org/term/structural-metadata/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000295	structured data	data	Data whose elements have been organized into a consistent format and data structure within a defined data model such that the elements can be easily addressed, organized and accessed in various combinations to make better use of the information, such as in a relational database.	CASRAI. https://casrai.org/term/structured-data/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000476	syntactic interoperability	data stewardship technical concept	Syntactic interoperability defines the structure or format of data exchange and is achieved through tools such as XML or SQL Standards.	CASRAI. https://casrai.org/term/syntactic-interoperability	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:TF4S_0000570	system administrator	role			https://orcid.org/0000-0002-7702-4495						AL 16.3.22: Added as part of FAIR Cookbook integration.		
obo:T4FS_0000059	system metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Digital entity properties that are generated by the data management system (e.g., creation time; owner; storage location; data retention period; the length of time a digital entity will be retained).	CASRAI. https://casrai.org/term/system-metadata/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000060	tactical/short-term planning	project management activities			https://orcid.org/0000-0002-7702-4495|Peter McQuilton|Philippe Rocca-Serra|Susanna Sansone								
obo:T4FS_0000255	technical metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Describes the technical processes used to produce, or required to use a digital object.	CASRAI. https://casrai.org/term/technical-metadata/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:TF4S_0000568	terminology manager	manager			https://orcid.org/0000-0002-7702-4495						AL 15.3.22: Added for FAIR Cookbook integration.		
obo:T4FS_0000233	text file	'contributes to the implementation of' some 'I1. (meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation'|data stewardship technical concept	A Text file is a kind of computer file that is structured as a sequence of lines of electronic text. A text file exists stored as data within a computer file system.	AL, Adapted from Wikipedia. https://en.wikipedia.org/wiki/Text_file	https://orcid.org/0000-0002-7702-4495|Peter McQuilton						AL 9.3.22: The CASRAI term (https://casrai.org/term/text-file) had an unsuitable definition, and therefore was removed.		
obo:T4FS_0000481	the use of fair and open research tools or services	using fair and open research tools or services	Understand how to use FAIR and open research tools and services.		Hugh Shanahan								
obo:T4FS_0000122	trainer/teacher	role											
obo:T4FS_0000150	trusted digital repository	data stewardship technical concept	An infrastructure component that provides reliable, long-term access to managed digital resources. It stores, manages, and curates digital objects and returns their bit streams when a request is issued. Trusted repositories undergo regular assessments according to a set of rules such as defined by Data Seal of Approval (DSA) or TRAC (ISO 16363). It is well understood that such an assessment has the potential of increasing trust from its depositors and users, but it will not be the only criterion for users. Repositories can be at different stages of assessments. However, it is evident that certain quality criteria need to be met to distinguish trusted repositories from all types of other entities that store data such as notebooks or lab servers.	CASRAI. https://casrai.org/term/trusted-digital-repository/	https://orcid.org/0000-0002-7702-4495|Peter McQuilton								
obo:T4FS_0000464	understand data ownership and access policies	access control and management	Learn about data copyright laws, licennsing and other legal aspects of data access. Understand the application of those laws at the project level.		Celia van Gelder|Mateusz Kuzak|Yan Wang								
